claim_amount,days_to_report,num_prior_claims,policy_age_years,claim_type,is_fraud
5841.22,5,0,2.08,auto,0
8665.75,3,0,15.26,health,0
4061.8,0,2,15.48,auto,0
7559.67,4,1,9.74,auto,0
81.67,1,1,19.14,auto,0
8529.21,1,2,11.8,auto,0
204.83,2,2,14.06,auto,0
11032.44,1,0,18.52,auto,0
24118.34,3,0,13.49,life,0
1741.18,5,1,8.92,home,0
1180.63,4,3,0.98,auto,1
7248.59,3,1,14.7,home,0
1458.63,3,2,19.31,auto,0
10033.28,4,2,9.67,auto,0
542.62,3,1,7.13,auto,0
673.12,3,1,10.63,auto,0
19352.38,2,2,14.7,health,0
5601.82,3,3,0.51,health,1
9382.9,4,2,17.8,auto,0
1960.25,2,0,17.78,home,0
5642.53,8,0,11.06,auto,0
4509.99,2,1,2.89,auto,0
4620.99,1,1,13.6,auto,0
5736.9,8,0,3.19,home,0
4282.56,2,0,10.4,auto,0
2802.38,3,2,2.33,home,0
1614.29,1,0,11.99,health,0
7317.63,3,1,6.7,health,0
1282.68,6,1,16.7,auto,0
5894.03,3,1,16.1,auto,0
1328.51,2,2,19.97,auto,0
4908.55,2,0,5.52,life,0
6873.38,2,2,1.71,health,0
1234.07,4,2,9.14,health,0
309.08,3,0,2.13,home,0
701.91,1,1,3.98,home,0
4656.98,5,1,12.15,auto,0
9467.18,2,1,12.05,health,0
230.2,3,0,1.34,health,0
6624.14,3,0,9.14,auto,0
2087.58,5,0,10.84,auto,0
3255.5,4,1,5.73,health,0
13215.5,6,2,17.5,auto,0
2017.12,4,0,3.64,health,0
3130.59,1,1,5.45,home,0
68.88,4,1,3.56,home,0
425.6,2,1,2.77,home,0
1496.02,2,1,17.64,home,0
141.24,5,0,5.92,auto,0
4989.88,2,2,14.59,life,0
2779.1,2,0,8.85,life,0
3971.97,1,2,12.9,home,0
959.72,4,0,18.6,home,0
1754.4,2,4,16.97,home,0
5450.61,4,2,1.85,home,0
16805.47,0,2,16.98,life,0
258.66,3,0,9.31,auto,0
11053.87,6,0,7.33,auto,0
4300.51,3,1,13.61,life,0
4149.64,1,1,19.03,auto,0
3468.52,4,0,2.34,health,0
359.6,0,2,15.48,auto,0
470.88,2,1,4.47,life,0
4592.87,4,0,7.91,health,0
2084.84,1,0,17.54,life,0
12460.75,3,1,11.14,life,0
2609.35,5,2,1.82,auto,0
773.23,2,0,10.41,home,0
6271.4,1,0,15.9,home,0
1736.12,5,1,10.81,health,0
3727.16,1,1,3.75,auto,0
5983.87,2,0,9.18,life,0
11526.15,2,0,18.52,auto,0
7855.68,2,0,13.33,health,0
5640.63,2,2,14.73,home,0
5691.44,1,1,15.83,home,0
14586.88,2,0,2.27,auto,0
1753.64,3,0,11.84,auto,0
5.56,3,0,7.83,auto,0
1586.96,0,1,3.21,home,0
1228.81,5,2,4.45,home,0
5421.1,7,2,15.73,health,0
5021.67,3,1,3.65,auto,0
4500.38,1,1,6.59,home,0
81.88,3,0,6.06,life,0
6524.09,1,2,1.45,health,0
1954.34,3,0,9.51,auto,0
5468.96,3,1,15.44,health,0
4066.17,1,3,0.93,life,0
2098.31,5,3,2.69,life,0
722.68,4,2,14.54,health,0
495.89,0,1,12.07,home,0
8904.64,3,2,14.45,auto,0
12529.48,1,0,4.99,home,0
5246.08,11,0,16.17,home,0
545.92,0,3,9.86,auto,0
2571.05,4,2,12.4,auto,0
6527.06,3,0,2.3,auto,0
7566.57,3,1,4.5,home,0
629.06,0,0,15.58,auto,0
0.15,1,0,4.87,home,0
6226.35,4,0,2.3,health,0
2204.91,7,2,12.15,auto,0
1468.38,1,3,11.18,life,0
64.91,0,1,12.35,home,0
3885.9,2,2,12.56,auto,0
9524.11,4,1,10.25,auto,0
15806.77,2,0,10.13,auto,1
4170.62,3,2,18.52,auto,0
3612.48,3,1,10.91,health,0
444.46,1,0,12.54,health,0
3980.03,3,3,5.71,health,0
2390.01,2,1,17.49,home,0
4671.45,4,3,0.98,home,1
2461.05,4,1,11.37,auto,0
1374.15,2,2,7.99,home,0
498.91,1,0,12.28,home,0
1891.09,3,0,7.52,auto,0
508.2,2,1,14.49,life,0
973.37,5,1,0.9,home,0
21845.02,3,1,8.41,health,0
2935.87,3,1,16.71,home,0
3795.07,7,1,5.38,auto,0
10342.25,4,2,1.53,health,0
27095.54,2,2,10.18,auto,0
4369.92,4,1,19.54,home,0
8369.18,3,0,1.75,home,0
1979.61,3,0,1.87,auto,0
1824.57,6,3,12.1,home,0
2576.71,2,0,5.38,auto,0
5581.45,0,0,8.5,auto,0
5731.53,3,2,16.69,health,0
1893.43,3,3,4.38,home,0
714.79,1,0,14.53,auto,0
5003.75,3,2,10.34,home,0
686.7,0,1,18.15,health,0
4319.59,2,0,19.47,auto,0
5911.42,4,0,9.96,home,0
6030.07,6,0,11.9,home,0
7001.4,3,2,15.04,health,0
10312.31,3,2,6.71,home,0
3465.33,0,2,4.92,auto,0
6551.28,7,1,19.31,auto,0
4827.05,3,0,8.94,home,0
1032.91,4,2,0.53,auto,0
130.13,5,0,16.84,health,0
1674.16,2,1,12.19,auto,0
2926.25,0,0,3.79,auto,0
4799.98,1,0,1.09,auto,0
9484.24,1,1,6.18,home,0
1092.31,2,1,18.59,home,0
670.8,2,5,18.7,auto,0
16549.47,3,0,6.56,health,0
571.7,2,0,16.8,auto,0
3255.14,3,0,9.12,auto,0
4404.18,3,2,13.26,auto,0
3897.61,6,1,7.02,life,0
449.8,4,0,10.56,health,0
293.59,4,2,6.23,health,0
557.36,1,2,1.69,auto,0
4404.47,0,2,3.22,home,0
3930.1,4,3,6.17,home,0
1331.17,2,1,19.54,auto,0
5077.44,7,2,19.33,auto,0
8575.87,3,1,16.64,health,0
212.34,1,0,5.03,auto,0
3447.07,1,2,9.11,home,0
5844.8,4,0,9.08,auto,0
1453.85,3,3,8.05,home,0
1839.19,4,1,1.38,auto,0
4754.9,3,1,10.92,auto,0
11410.74,2,0,1.92,home,0
8301.67,0,0,16.14,life,0
4374.91,1,1,13.98,life,0
6550.77,3,0,7.38,auto,0
2269.25,3,0,13.12,auto,0
5121.68,3,2,5.04,home,0
3138.5,1,1,5.67,home,0
1053.21,6,0,6.63,health,0
6048.92,2,0,16.04,home,0
4064.89,2,1,4.61,home,0
2220.68,5,0,11.47,home,0
12114.69,4,2,4.41,auto,0
105.78,4,0,6.06,home,0
1897.33,2,1,5.09,home,0
292.82,8,0,13.08,health,0
7273.45,5,1,10.77,auto,0
6055.11,5,1,14.57,auto,0
2012.49,7,0,4.79,life,0
5629.86,2,0,0.68,home,0
2520.39,2,0,13.77,life,0
7058.14,3,2,2.74,home,0
3027.36,6,1,5.3,life,0
2657.52,2,0,6.46,auto,0
13646.11,6,1,15.06,auto,0
1444.27,6,0,12.7,health,0
641.71,4,0,4.09,health,0
4391.88,5,2,12.16,home,0
17421.02,4,1,14.31,home,0
2372.78,2,2,8.08,life,0
320.22,2,2,5.3,auto,0
2072.32,6,1,13.74,home,0
3525.41,5,1,12.41,auto,0
883.23,2,0,2.02,auto,0
5366.22,2,0,13.5,home,0
30482.77,4,1,10.03,health,0
3005.02,3,0,15.19,health,0
2190.42,3,2,4.22,life,0
2560.0,6,0,5.54,auto,0
611.66,3,2,11.09,auto,0
10739.61,4,1,9.89,auto,0
2679.23,4,1,8.03,auto,0
2449.19,4,2,15.05,auto,0
5389.5,4,2,11.51,auto,0
2917.28,5,1,14.35,home,0
5223.94,0,0,3.49,auto,0
317.08,3,1,14.72,home,0
8402.61,1,0,9.5,life,0
14109.23,3,1,1.16,health,0
5231.5,10,1,5.07,health,0
15457.46,3,0,1.0,health,0
821.03,3,1,9.41,auto,0
3244.85,2,1,6.85,health,0
4604.09,2,1,19.76,health,0
4358.22,1,1,17.44,auto,0
2566.32,4,0,16.6,health,0
2063.09,4,1,10.27,home,0
678.09,5,1,16.24,auto,0
2485.78,6,1,5.7,home,0
887.63,2,1,11.43,home,0
6628.17,2,2,8.16,home,0
1171.22,2,1,3.84,auto,0
301.75,2,2,1.92,home,0
4018.9,1,3,11.39,home,0
4522.18,2,1,2.4,life,0
10275.23,4,1,14.5,health,0
4301.7,4,2,18.47,health,0
2119.27,3,1,3.66,auto,0
8123.06,2,2,9.68,auto,0
3885.68,2,1,14.91,auto,0
413.0,2,0,6.09,home,0
4171.83,1,2,18.45,auto,0
11930.84,2,0,17.83,home,0
2523.49,3,1,2.52,auto,0
1757.2,2,0,1.03,home,0
774.33,3,0,19.54,auto,0
821.1,5,1,19.15,auto,0
2834.97,5,0,8.73,health,0
4527.74,1,5,1.49,home,0
420.25,3,0,12.57,health,0
14031.23,6,1,6.22,home,0
7035.21,3,1,18.77,health,0
4416.99,3,1,16.0,auto,0
8814.07,1,1,13.17,auto,0
417.92,2,0,6.05,home,0
3239.33,0,2,14.17,life,0
4972.52,2,0,6.14,home,0
8820.32,4,1,1.23,home,0
7650.12,5,0,10.41,auto,0
1622.21,6,0,10.03,home,0
14140.94,6,0,15.38,home,0
663.92,6,1,17.38,health,0
10402.56,3,1,7.41,home,0
17692.01,3,0,9.26,auto,0
974.93,5,1,9.67,auto,0
6401.86,2,0,6.82,auto,0
205.6,4,0,15.0,home,0
2599.52,4,2,10.68,auto,0
3631.28,4,1,18.32,home,0
4345.19,5,1,13.18,health,0
13739.46,4,1,4.63,auto,0
5577.53,6,1,3.71,home,0
3281.94,3,2,7.76,health,0
8295.11,0,2,7.27,home,0
15032.23,2,0,8.44,home,0
111.57,5,1,4.08,home,0
20233.85,1,1,19.58,auto,0
450.35,2,2,3.34,auto,0
8420.45,7,1,13.23,auto,0
1644.85,2,1,0.75,auto,0
708.85,5,3,8.44,health,0
2897.8,4,0,6.53,auto,0
5163.51,2,1,7.95,life,0
2397.86,2,2,10.21,health,0
280.55,1,2,12.21,home,0
4574.72,0,3,11.88,health,0
11634.56,2,0,12.8,auto,0
2416.18,3,0,16.97,home,0
1218.85,3,1,17.79,life,0
2922.16,2,0,14.88,auto,0
247.86,3,3,2.04,auto,1
8587.55,2,0,19.25,auto,0
8753.3,5,5,18.97,home,0
4433.67,2,0,14.38,auto,0
2177.84,3,1,10.59,home,0
8041.78,1,0,5.39,health,0
4044.89,4,1,15.25,auto,0
8741.56,0,1,17.62,health,0
4991.01,1,2,13.47,auto,0
7671.78,6,1,12.77,auto,0
4563.52,3,5,4.26,auto,0
2673.38,4,0,7.48,health,0
15843.99,5,1,14.6,health,0
3894.77,8,1,0.83,auto,0
4645.48,7,0,13.0,auto,0
1245.43,3,1,15.45,health,0
4912.83,3,2,7.03,home,0
4238.58,1,0,1.99,auto,0
1021.84,7,1,16.47,home,0
307.18,8,0,3.27,health,0
4636.24,1,1,7.73,auto,0
7213.1,5,0,14.29,auto,0
3705.4,3,0,16.43,auto,0
1285.91,5,2,17.32,home,0
5490.89,2,1,10.84,auto,0
417.48,3,0,9.78,health,0
2915.49,4,0,17.04,health,0
891.85,6,1,11.48,home,0
1019.52,1,1,11.78,auto,0
1130.08,7,2,8.96,life,0
2444.56,3,1,7.77,home,0
262.52,4,0,9.87,home,0
2535.77,6,0,7.61,life,0
3584.2,2,1,7.2,health,0
3301.41,0,0,19.88,home,0
2412.68,1,1,7.06,home,0
9136.31,4,2,5.5,auto,0
785.18,3,0,7.4,life,0
3523.03,3,1,12.02,health,0
320.25,4,0,18.26,auto,0
369.07,5,1,15.86,health,0
4265.01,1,0,16.92,health,0
4173.77,7,1,17.25,auto,0
10520.04,6,0,18.45,home,0
4080.8,2,1,5.08,auto,0
16068.32,3,1,9.44,health,0
249.6,4,0,8.01,auto,0
515.75,1,0,7.95,home,0
225.33,4,0,13.22,auto,0
1024.53,7,0,8.34,auto,0
3896.47,1,2,12.52,auto,0
5186.25,3,2,7.95,home,0
233.28,1,1,6.57,auto,0
14591.16,4,0,7.39,home,0
9231.04,4,2,16.17,home,0
1759.24,2,1,12.22,home,0
401.65,6,0,19.49,home,0
930.97,3,1,16.74,auto,0
678.78,4,1,9.97,auto,0
657.86,2,1,5.23,auto,0
3654.89,5,1,13.64,home,0
1410.8,3,0,14.67,health,0
2216.92,4,0,9.55,auto,0
22784.44,3,1,4.98,home,0
5765.04,3,1,11.37,auto,0
14877.75,6,1,5.45,auto,0
769.0,1,1,18.83,home,0
2407.46,4,1,12.76,auto,0
4045.39,1,2,6.19,home,0
399.32,1,2,4.71,life,0
20.98,4,1,14.48,auto,0
5549.9,3,1,14.3,home,0
5133.59,1,2,12.14,life,0
2644.85,2,0,12.48,auto,0
3363.23,2,0,12.28,auto,0
2684.5,2,1,7.52,auto,0
121.49,3,1,18.78,home,0
2042.64,4,0,9.85,home,0
974.5,7,1,0.9,home,0
518.06,2,0,7.29,home,0
15700.37,7,1,3.04,health,0
4573.46,0,0,7.59,auto,0
6521.84,3,0,12.36,life,0
1894.34,6,2,0.94,auto,0
2497.34,2,0,17.47,auto,0
1351.99,1,2,12.4,life,0
509.97,2,1,6.26,health,0
986.35,6,0,6.57,health,0
7985.42,3,4,9.58,auto,1
5658.97,2,1,5.34,health,0
3958.53,6,0,0.58,home,0
3222.64,3,1,1.02,health,0
12783.15,1,0,7.48,life,0
377.58,3,1,2.92,auto,0
1646.69,4,1,0.94,home,0
2153.44,5,1,17.26,health,0
7626.08,5,1,5.85,home,0
24474.02,1,2,10.31,auto,1
1376.6,2,0,4.0,auto,0
10369.58,7,0,1.41,home,0
8878.13,3,1,15.02,auto,0
1272.25,3,0,2.94,auto,0
2548.57,2,2,1.0,auto,0
2635.39,2,1,11.95,auto,0
19133.97,2,1,0.76,auto,1
997.7,4,0,9.01,auto,0
8026.18,6,0,6.13,health,0
2033.78,10,1,6.73,auto,0
6562.81,3,0,0.58,health,0
2723.73,3,0,19.3,health,0
4318.01,2,0,10.58,home,0
8937.2,2,1,11.66,auto,0
8152.43,6,2,13.49,health,0
10065.39,1,1,16.05,home,0
307.34,4,3,12.35,auto,0
5889.1,6,0,15.36,home,0
754.04,2,4,9.25,auto,0
2687.72,3,0,7.74,auto,0
3976.88,1,2,16.55,home,0
2577.01,5,1,17.37,auto,0
3665.8,1,0,3.19,home,0
28312.69,3,1,11.08,life,0
726.39,3,2,13.83,auto,0
5626.67,4,1,2.13,auto,0
2520.91,2,1,18.63,health,0
713.64,2,2,10.64,home,0
864.25,4,4,13.09,home,0
14906.5,0,1,3.98,health,0
10584.74,3,1,5.66,health,0
11878.04,3,0,2.86,home,0
23857.76,7,0,5.65,auto,1
1167.96,3,1,10.1,home,0
2195.93,2,1,16.76,home,0
5531.49,2,1,10.91,home,0
3306.33,1,1,5.27,auto,0
2709.77,1,1,1.37,home,0
2214.37,3,0,12.63,home,0
4504.31,2,0,8.69,auto,0
4285.32,3,0,19.69,life,0
880.45,6,0,15.71,health,0
3190.83,2,1,16.26,health,0
4031.26,3,2,0.74,home,0
4223.19,2,1,15.67,auto,0
1179.29,3,1,4.29,health,0
6779.24,1,0,11.92,home,0
127.61,1,0,9.22,home,0
2191.22,1,1,11.65,auto,0
7575.47,1,3,3.1,home,0
4149.34,3,0,9.41,life,0
1513.39,6,1,1.22,auto,0
5936.45,5,1,1.3,auto,0
4189.6,3,0,13.33,home,0
7954.15,3,0,19.06,home,0
6640.6,4,2,15.66,auto,0
4709.43,2,0,9.65,health,0
3348.89,3,0,1.59,auto,0
714.63,5,2,1.38,health,0
1514.54,6,0,3.58,auto,0
2715.88,1,0,19.53,auto,0
4572.7,4,1,8.27,health,0
3604.73,3,2,16.95,health,0
1699.68,4,1,14.25,life,0
32.43,2,1,12.31,auto,0
3428.27,5,4,18.98,home,0
1681.74,1,2,4.99,auto,0
6632.74,4,2,9.37,auto,0
121.19,5,0,17.36,auto,0
4395.31,1,2,11.26,auto,0
14191.44,1,1,5.31,health,0
958.28,4,0,4.57,auto,0
3189.98,1,2,15.18,home,0
479.37,4,2,0.75,home,0
4913.25,3,4,18.33,auto,1
3998.45,4,0,0.86,life,0
2615.89,5,0,12.8,auto,0
3684.21,4,1,12.29,life,0
11344.53,3,0,11.78,life,0
1092.61,5,3,9.75,life,0
114.11,6,1,17.12,health,0
9890.38,4,0,13.36,auto,0
4303.3,2,0,15.75,auto,0
11066.39,1,1,2.75,home,0
4543.41,1,1,1.47,auto,0
8307.9,1,0,1.06,health,0
2807.73,2,3,3.37,health,0
6928.67,2,3,13.51,auto,0
12211.62,3,0,10.13,auto,0
4244.6,5,3,15.17,auto,1
997.04,4,3,4.24,home,0
1565.32,2,0,7.66,auto,0
1107.25,4,2,17.83,home,0
1417.5,3,2,18.75,home,0
1829.41,1,2,18.47,auto,0
4049.91,2,1,16.46,home,0
4433.56,1,2,13.92,home,0
2779.98,3,0,18.32,home,0
4778.03,4,2,14.43,life,0
425.47,7,1,19.1,auto,0
459.42,4,1,0.98,home,0
942.68,2,2,18.47,health,0
3649.86,2,1,11.34,auto,0
1203.96,3,2,2.68,home,0
1665.38,3,0,4.69,home,0
2556.74,1,1,17.12,home,0
8353.01,3,0,10.37,auto,0
69.8,3,3,19.66,home,0
5240.24,3,3,2.79,auto,0
5526.32,3,1,8.54,home,0
8013.7,3,2,6.97,home,0
13496.91,5,3,10.56,home,0
101.72,3,2,12.85,home,0
834.9,2,1,13.4,auto,0
10865.3,4,1,0.53,auto,0
3067.23,3,1,2.23,auto,0
4157.34,1,0,1.18,auto,0
5438.77,1,1,17.36,home,0
5682.61,4,1,6.61,home,0
13422.19,3,1,7.66,auto,0
28962.11,2,2,9.28,health,0
6367.64,5,1,17.06,home,0
1692.92,7,1,0.78,auto,0
10591.01,1,0,2.81,auto,0
252.37,4,2,13.86,home,0
1313.85,2,1,19.3,auto,0
11383.89,3,0,13.03,health,0
1479.86,2,0,5.59,home,0
1246.48,0,0,10.64,life,0
743.23,3,0,19.51,auto,0
9798.94,4,1,10.8,home,0
3466.32,0,1,7.78,health,0
5618.01,0,3,7.98,auto,0
1366.05,1,1,19.36,auto,0
7094.92,3,1,14.52,home,0
7135.7,1,0,13.9,life,0
1874.18,2,1,5.03,home,0
2643.95,5,1,11.41,home,0
1176.65,3,2,7.46,home,0
18766.77,5,1,5.18,auto,0
5186.68,3,0,17.96,home,0
13631.88,5,0,7.97,auto,0
1807.62,4,0,6.01,auto,0
7613.8,7,1,18.67,health,0
7259.15,2,1,4.35,home,0
5882.69,4,1,15.04,life,0
16854.16,2,1,13.23,auto,1
2500.71,3,1,18.45,auto,0
700.43,2,0,16.72,health,0
5569.27,1,0,14.25,auto,0
6533.9,8,1,6.63,auto,0
4279.04,2,2,10.16,home,0
1158.51,1,2,18.92,auto,0
3510.5,5,1,0.95,life,0
1871.21,3,3,15.99,home,0
2788.42,1,0,5.41,health,0
5181.27,1,0,4.11,health,0
6836.67,3,2,5.03,auto,0
1321.29,5,0,1.67,health,0
2598.7,1,0,19.84,auto,0
1567.81,1,0,17.46,auto,0
1107.17,4,2,10.66,health,0
7648.22,5,1,14.44,auto,0
11998.38,5,2,11.35,auto,0
2312.02,6,0,16.33,auto,0
6957.12,4,0,16.97,auto,0
11364.9,0,0,5.04,home,0
9358.05,2,4,9.47,home,0
1009.44,3,0,12.88,home,0
15651.11,5,2,19.58,life,0
2363.45,1,1,13.81,auto,0
2071.83,4,0,18.0,auto,0
322.33,3,1,17.0,auto,0
3329.35,3,1,11.85,health,0
577.13,7,0,17.93,home,0
1428.69,5,0,7.86,life,0
1905.88,1,2,7.9,home,0
8272.86,3,1,15.73,auto,0
10416.79,5,0,3.12,auto,0
1801.02,5,1,6.46,home,0
9784.28,6,1,12.37,home,0
9732.63,2,0,8.69,auto,0
7233.43,4,1,18.84,home,0
793.19,6,0,19.19,health,0
5861.12,1,1,10.3,health,0
14504.3,1,1,11.01,home,0
5737.02,1,2,14.63,health,0
2014.47,3,1,9.42,auto,0
3471.53,4,0,4.21,auto,0
5188.41,2,0,15.07,auto,0
3572.57,2,0,14.89,auto,0
638.9,3,1,5.28,life,0
1870.3,5,1,16.74,auto,0
8107.45,5,0,12.47,home,0
9881.47,2,0,5.11,home,0
738.44,5,1,13.21,home,0
15223.22,1,0,5.06,home,0
1993.61,1,0,5.67,home,0
5428.19,4,1,17.04,home,0
6968.11,3,1,18.63,life,0
8355.14,4,0,5.51,auto,0
14570.73,4,2,18.6,auto,0
1876.52,5,0,5.16,home,0
9777.51,0,0,2.79,auto,0
706.01,6,1,1.64,home,0
6104.59,3,2,5.22,life,0
6773.55,4,0,8.01,health,0
5661.72,1,3,18.59,health,0
1453.87,1,1,5.22,auto,0
10319.54,3,0,7.63,auto,0
924.78,6,2,14.82,health,0
275.63,6,2,6.39,health,0
6319.76,2,2,13.85,home,0
3226.32,7,1,8.93,health,0
9455.62,1,1,4.33,life,0
2417.65,2,0,14.81,home,0
921.29,4,2,1.03,auto,0
9052.94,3,0,6.2,home,0
3980.44,7,1,7.45,life,0
1048.64,2,1,9.44,auto,0
6371.69,1,1,13.76,home,0
3578.13,1,2,9.46,home,0
4635.66,6,0,12.09,auto,0
3089.26,1,0,12.12,home,0
8821.96,1,0,7.78,auto,0
8846.94,1,1,18.71,health,0
6178.85,3,0,19.14,health,0
556.9,4,2,11.85,health,0
9127.22,2,0,1.9,auto,0
5558.68,3,3,10.08,auto,1
5970.51,4,1,4.1,health,0
2254.79,3,1,9.92,auto,0
10571.39,3,1,4.18,auto,0
6461.68,2,0,14.23,auto,0
597.24,3,3,2.07,home,0
2619.37,4,1,19.09,auto,0
10874.49,3,2,4.31,home,0
241.73,3,0,13.38,health,0
16274.67,2,1,18.38,home,0
5684.1,4,0,5.33,life,0
4989.89,4,1,18.72,auto,0
1577.39,2,1,8.08,home,0
1430.36,6,1,19.23,auto,0
14241.58,1,2,19.44,health,0
1771.05,3,0,4.17,life,0
7469.52,3,0,16.71,auto,0
2497.14,4,0,4.27,auto,0
749.78,4,0,4.92,auto,0
53.87,6,2,2.14,health,0
3929.13,1,0,3.55,home,0
18602.64,4,0,12.83,health,0
2303.33,2,2,9.26,auto,0
2209.55,4,1,15.92,home,0
2108.67,5,0,6.97,home,0
3675.51,4,0,19.39,health,0
2905.03,2,1,1.47,auto,0
10597.76,5,0,1.73,auto,0
3521.25,2,0,14.18,life,0
3543.92,5,0,17.81,auto,0
744.66,1,1,16.01,home,0
20296.68,2,1,10.05,home,0
1438.23,4,0,5.76,auto,0
380.97,2,0,0.76,auto,0
5440.53,3,0,10.43,health,0
4523.87,1,0,9.77,auto,0
2681.96,4,0,7.21,auto,0
2742.57,1,3,11.77,health,0
7687.07,2,1,14.71,life,0
1088.99,0,3,14.17,health,0
8581.03,1,0,5.63,health,0
5231.24,3,0,11.91,life,0
2714.76,4,0,3.4,health,0
3062.71,0,0,2.87,life,0
1482.92,8,0,15.82,health,0
6973.94,3,0,14.03,home,0
3596.17,3,1,15.47,home,0
1934.6,3,1,3.47,life,0
4532.32,1,0,18.34,home,0
27285.92,4,1,3.1,health,0
2856.97,3,0,17.47,auto,0
12672.04,3,1,7.37,life,0
2115.73,3,0,2.56,home,0
281.44,3,1,6.09,auto,0
1142.3,2,1,4.04,health,0
2712.4,2,0,10.07,auto,0
1239.97,3,1,19.02,auto,0
1.14,3,1,6.89,auto,0
12325.61,5,1,12.44,auto,0
9285.63,1,2,17.89,auto,0
6779.65,1,0,12.79,home,0
918.5,3,3,7.56,health,0
641.23,2,1,19.82,home,0
349.99,4,1,4.15,home,0
6437.3,3,1,10.7,health,0
13211.87,3,1,16.04,auto,0
2815.3,1,4,0.51,home,1
634.29,2,0,14.19,auto,0
3591.23,5,2,5.7,home,0
2144.94,2,1,3.81,auto,0
2348.62,3,0,5.85,life,0
4855.46,2,2,19.35,auto,0
6341.99,3,1,17.89,home,0
586.06,1,0,4.67,auto,0
181.2,4,2,2.78,home,0
25863.1,2,3,7.6,home,1
1324.57,3,0,12.05,auto,0
276.67,1,0,17.41,auto,0
1052.84,1,2,19.34,auto,0
198.69,1,1,15.15,health,0
2486.35,3,0,12.18,auto,0
8107.6,0,1,3.28,health,0
2087.01,2,0,1.94,home,0
2936.58,2,1,12.12,auto,0
5628.69,3,0,11.01,auto,0
3555.48,5,2,17.0,health,0
9882.46,3,0,6.79,home,0
10050.91,5,0,1.27,auto,0
49.8,5,1,8.76,health,0
7526.43,1,1,19.4,health,0
3087.73,5,1,16.01,auto,0
22477.34,3,0,1.16,home,0
3300.81,0,3,17.56,auto,0
21674.17,4,1,9.7,auto,1
7023.7,2,0,7.61,auto,0
1429.12,6,0,7.26,health,0
3865.23,1,1,12.11,home,0
24227.07,2,5,10.85,home,1
9743.14,1,0,13.3,auto,0
512.2,2,2,11.69,home,0
6127.21,4,3,3.31,auto,0
2120.03,5,1,5.52,home,0
35.03,1,0,16.9,auto,0
2583.22,6,2,13.43,health,0
1337.79,7,1,9.24,auto,0
8542.68,2,2,4.06,home,0
2057.4,2,0,0.65,home,0
8787.48,6,1,6.58,health,0
2.99,4,0,1.57,health,0
1839.54,5,1,9.9,auto,0
1379.86,2,1,16.53,home,0
1330.04,1,1,6.07,auto,0
353.11,5,2,17.03,auto,0
1035.89,6,1,14.24,life,0
4054.58,3,3,2.94,auto,0
1722.05,2,0,13.07,auto,0
2701.23,2,0,3.46,auto,0
2364.98,4,0,13.27,home,0
10433.54,5,2,3.28,life,0
11785.15,4,0,8.15,auto,0
3395.8,7,0,11.55,home,0
2003.55,2,0,1.48,home,0
564.73,3,1,3.49,auto,0
15331.08,4,3,6.75,home,1
310.58,2,1,9.52,home,0
1766.62,2,0,17.24,auto,0
1769.58,3,0,4.15,health,0
1931.26,1,3,7.28,auto,0
897.35,2,0,9.78,auto,0
7643.01,3,4,6.27,life,0
653.38,3,0,12.7,health,0
5038.01,4,0,5.5,health,0
661.07,6,2,15.56,home,0
365.73,2,2,10.35,home,0
12008.13,5,0,2.18,home,0
1054.4,2,0,12.73,auto,0
8608.84,2,0,11.6,health,0
3933.23,3,0,7.1,home,0
405.27,4,0,0.72,life,0
15555.51,3,0,4.41,home,0
1418.19,4,2,8.41,auto,0
9817.91,4,4,4.4,home,0
924.48,5,2,11.76,auto,0
9618.79,3,0,14.39,health,0
66.59,2,1,17.19,home,0
3584.95,5,0,13.12,auto,0
7336.28,4,1,13.94,life,0
13651.14,1,3,12.36,life,0
11995.6,0,1,19.72,life,0
8563.58,3,1,5.59,auto,0
10954.83,5,1,5.69,health,0
1110.84,4,2,2.96,life,0
1671.66,9,1,9.97,home,0
1705.19,1,2,2.38,auto,0
2366.48,2,1,5.77,health,0
2498.77,3,1,9.91,health,0
3932.41,7,0,19.17,health,0
871.05,4,4,19.29,auto,0
5876.06,6,0,15.0,auto,0
917.01,3,1,8.09,home,0
1857.55,4,3,17.37,home,0
3499.3,2,2,17.57,home,0
7958.99,1,1,18.25,auto,0
6725.17,1,1,12.98,auto,0
5185.72,2,0,4.43,auto,0
846.67,1,1,2.28,auto,0
3959.82,3,0,18.34,home,0
457.54,1,2,1.58,auto,0
2368.96,2,3,6.27,home,0
2668.05,2,0,10.0,health,0
203.13,2,0,0.93,auto,0
1600.94,5,0,18.18,life,0
15578.15,2,0,6.1,health,0
15355.79,5,1,1.06,home,0
2171.85,5,3,19.88,life,0
220.28,3,0,6.57,auto,0
986.74,4,1,17.6,home,0
2489.69,2,2,9.34,auto,0
14761.42,0,0,13.43,home,0
761.09,1,1,5.2,home,0
7209.37,5,0,10.31,home,0
575.27,5,0,5.52,auto,0
19884.83,5,1,19.05,auto,0
2403.23,2,1,1.69,home,0
7463.49,10,0,5.86,auto,0
2097.25,0,0,17.92,health,0
4939.86,4,0,9.86,home,0
1066.07,1,0,12.2,auto,0
789.24,3,0,13.21,auto,0
13908.28,3,0,1.88,auto,0
12483.72,4,0,0.85,home,0
10922.63,1,2,18.79,life,0
4909.93,0,0,5.79,auto,0
8258.29,4,3,7.92,health,0
